track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url,entry_requirement_note,entry_requirement_source_url
A,Germany,Cologne,University of Cologne,public,Business Analytics & Econometrics,Master of Science (M.Sc.),"Faculty of Management, Economics and Social Sciences (WiSo)",EN,24,120,October,0 (no tuition fees for any student incl. non-EU; social semester contribution payable),https://uni-koeln.de/en/international/study-in-cologne/costs-financing,NOT_FOUND,2026-06-15 PRIOR_CYCLE,https://uni-koeln.de/en/international/study-in-cologne/international-applications/master-students-prospective,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,n/a,no,"Bachelor in economics, mathematics/statistics, computer science, physics, information systems or business administration; affinity for mathematics, statistics and digital technologies",https://wiso.uni-koeln.de/en/studies/master/master-business-analytics-econometrics,18-month residence permit to seek employment after graduation (Germany),"Business Analytics track (machine learning in R/Python, data-driven business models) maps onto the applicant's Python/Scikit-learn/SQL profile. Zero tuition for non-EU applicants.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Germany,Muenster,University of Muenster,public,Information Systems,Master of Science (M.Sc.),School of Business and Economics - Department of Information Systems,EN,24,120,October; April,0 (no tuition fees; semester contribution EUR 369.50 in winter semester 2026/27),https://www.uni-muenster.de/studieninteressierte/en/einschreibung/semesterbeitrag.shtml,NOT_FOUND,2026-07-15 PRIOR_CYCLE,https://www.wi.uni-muenster.de/prospective-students/our-courses-study/master-science-information-systems/application-and-admission,NOT_FOUND,NOT_FOUND,C1 CEFR,NOT_FOUND,n/a,no,"At least 72 ECTS in information systems, computer science, quantitative methods or business administration, of which at least 24 ECTS in Managing Digital Business, Business Process Management or Data Science",https://www.wi.uni-muenster.de/prospective-students/our-courses-study/master-science-information-systems,18-month residence permit to seek employment after graduation (Germany),Data Science and Managing Digital Business majors align with a Business Intelligence bachelor. The 72/24 ECTS subject prerequisite must be evidenced from the Esprit transcript.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Germany,Stuttgart,University of Hohenheim,public,Economics with Data Science,Master of Science (M.Sc.),"Faculty of Business, Economics and Social Sciences",EN,24,120,October,"3000 (EUR 1,500 per semester non-EU/EEA tuition, plus EUR 174.50 per semester administrative and student services fees)",https://www.uni-hohenheim.de/en/tuition-fees,NOT_FOUND,2026-01-29 PRIOR_CYCLE,https://dein-studium.uni-hohenheim.de/en/applying-and-enrollment/application-deadlines,180,yes,TOEFL iBT 90 or IELTS 6.0,"GMAT Focus Edition at least 555 including at least 78 in Quantitative Reasoning, or equivalent GRE - required for applicants with a bachelor from outside the EU",n/a,no,"Bachelor in business and economic sciences or a related field, minimum 3 years, final grade 2.5 or better on the German scale",https://www.uni-hohenheim.de/en/economics-masters,18-month residence permit to seek employment after graduation (Germany),Explicitly accepts a 3-year bachelor. The mandatory GMAT Focus for non-EU degree holders is a hard gate and the earliest deadline in the German set (late January).,2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Germany,Frankfurt am Main,Frankfurt School of Finance & Management,private-accredited-by-state,Master of Artificial Intelligence & Data Science,Master of Science (M.Sc.),Frankfurt School of Finance & Management,EN,24,120,September,"17750 (EUR 35,500 total programme fee for 2026 intake, plus EUR 400 enrolment fee and EUR 100 application fee; same fee for EU and non-EU)",https://www.frankfurt-school.de/en/home/programmes/master/data-science,NOT_FOUND,2026-06-30 PRIOR_CYCLE,https://www.frankfurt-school.de/en/home/programmes/master/data-science,180,yes,TOEFL iBT or IELTS 7.0 - waived if the bachelor was taught in English,"GMAT or GRE, or the Frankfurt School Admission Test (BT Methods); admissions interview",n/a,no,Strong quantitative and analytical skills required; bachelor of at least 180 ECTS,https://www.frankfurt-school.de/en/home/programmes/master/data-science,18-month residence permit to seek employment after graduation (Germany),"States a 180-ECTS minimum outright, removing the German 210-ECTS risk. Cost is the highest of the German Track A set and no separate non-EU rate exists.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Germany,Berlin,ESMT Berlin,private-accredited-by-state,Master's in Analytics and Artificial Intelligence,Master of Science (M.Sc.),ESMT European School of Management and Technology,EN,24,120,September,"17000 (EUR 34,000 total programme fee; EUR 4,000 discount if admitted and applied by 31 January, EUR 2,000 by 31 March)",https://esmt.berlin/master-programs/master-analytics-artificial-intelligence,NOT_FOUND,2026-06-30 PRIOR_CYCLE,https://esmt.berlin/master-programs/master-analytics-artificial-intelligence/admissions,NOT_FOUND,NOT_FOUND,"TOEFL, IELTS 7.0 or TOEIC 850 - waived if the degree was taught in English",GMAT (below 600 not competitive) or GRE (below 304 not competitive) or ESMT Business Admissions Test; waived where the transcript evidences quantitative study,n/a,no,"Quantitative undergraduate background (engineering, natural sciences, mathematics, statistics or theoretical economics) can substitute for GMAT/GRE",https://esmt.berlin/master-programs/master-analytics-artificial-intelligence,18-month residence permit to seek employment after graduation (Germany),"Bridges business and data science and accepts 0-3 years of work experience, matching a fresh graduate. ESMT does not publish an ECTS floor for the prior degree.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Austria,Linz,Johannes Kepler University Linz,public,Economic and Business Analytics,Master of Science (MSc),JKU Business School and Department of Economics,EN,24,120,October,"1453.44 (EUR 726.72 per semester third-country tuition, plus EUR 26.20 per semester OeH fee; winter term 2026/27)",https://www.jku.at/en/degree-programs/students/start-your-studies/pay-austrian-student-union-fees-and-tuition/,NOT_FOUND,NOT_FOUND,https://www.jku.at/en/degree-programs/international-students/international-students/,180,yes,NOT_FOUND,"GMAT score of 600 or above, no older than two years, required from autumn 2026 for applicants who did not complete their prior degree at a recognised institution in the EU/EEA",n/a,no,"Bachelor in economics and business or business administration, or a comparable degree; with at least 6 ECTS in economics, business administration, mathematics or statistics the Rectorate may admit with up to 24 ECTS of supplementary examinations",https://www.jku.at/en/degree-programs/types-of-degree-programs/masters-degree-programs/ma-economic-and-business-analytics/,12-month residence permit to seek employment after graduation (Austria),Supplementary-examination route means a Business Intelligence licence can qualify even if subject coverage is thin. The new GMAT 600 rule for non-EU applicants is the binding constraint.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Austria,Vienna,University of Vienna,public,Business Analytics,Master of Science (MSc),"Joint programme of the faculties of Business, Economics and Statistics; Computer Science; Mathematics and others",EN,24,120,October,1453.44 (EUR 726.72 per semester third-country tuition at Austrian public universities),https://www.bmfwf.gv.at/en/science/studying/tuition-fees.html,NOT_FOUND,2026-04-07 PRIOR_CYCLE (application period 2 March - 7 April 2026 for 2026/27),https://studieren.univie.ac.at/en/admission/master-programmes/business-analytics/,180,yes,B2 CEFR,GRE General Test at least 300 points or GMAT at least 500 points,n/a,no,"Eligible bachelors listed: economics, business administration, business informatics, computer science, international business administration, mathematics, statistics",https://studieren.univie.ac.at/en/degree-programmes/master-programmes/business-analytics-master/,12-month residence permit to seek employment after graduation (Austria),Predictive and prescriptive analytics plus decision-support system design is the closest single match in the territory to a Business Intelligence bachelor. Capped at 40 places with a selection procedure.,2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Austria,Vienna,WU Vienna University of Economics and Business,public,Digital Economy,Master of Science (MSc WU),WU Vienna University of Economics and Business,EN,24,120,October,"1453.44 (EUR 726.72 per semester non-EU/EEA tuition, plus EUR 26.20 per semester OeH fee)",https://www.wu.ac.at/en/students/getting-organized/tuition-fees-students-union-oeh-dues,NOT_FOUND,2026-10-08 (priority 1 deadline; further rounds 8 January and 8 March - WU advises third-country nationals to use the first round),https://www.wu.ac.at/en/programs/masters-programs/digital-economy/application-admission,180,yes,Proficiency documented per WU Admissions Office list,"GMAT or GRE, or at least two letters of recommendation from a teacher, advisor or supervisor",n/a,no,"Relevant bachelor's programme from a recognised post-secondary institution; programme covers AI, big data, information systems and digital business models",https://www.wu.ac.at/en/programs/masters-programs/digital-economy/overview,12-month residence permit to seek employment after graduation (Austria),"This is WU's regular full-time MSc, not an executive programme. Letters of recommendation can replace GMAT/GRE, which is unusual and lowers the testing burden.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Austria,Vienna,TU Wien,public,Business Informatics,"Diplom-Ingenieur (Dipl.-Ing.), equivalent to Master of Science",Faculty of Informatics,EN,24,120,October; March,1453.44 (EUR 726.72 per semester third-country tuition at Austrian public universities),https://www.bmfwf.gv.at/en/science/studying/tuition-fees.html,NOT_FOUND,NOT_FOUND,https://www.tuwien.at/en/studies/admission/masters-programmes,180,conditional,B2 CEFR,NOT_FOUND,n/a,no,"87 ECTS of prerequisites required: 23 ECTS computer science, 28 ECTS business informatics, 18 ECTS economics, 18 ECTS structural sciences; conditional admission possible where up to 30 ECTS are missing",https://informatics.tuwien.ac.at/master/business-informatics/,12-month residence permit to seek employment after graduation (Austria),"Conditional admission absorbs up to 30 ECTS of missing prerequisites, which is the realistic route for a Business Intelligence licence. Heaviest subject-prerequisite load of the Track A set.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Switzerland,Geneva,University of Geneva,public,Master of Science in Business Analytics,Master of Science (MSc),Geneva School of Economics and Management (GSEM),EN,24,120,September,"1070 (CHF 500 per semester, CHF 1,000 per year; same rate for all students)",https://www.unige.ch/gsem/en/programs/masters/business-analytics,NOT_FOUND,2026-02-28 PRIOR_CYCLE,https://www.unige.ch/gsem/en/programs/masters/business-analytics,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,n/a,no,Depending on prior education a complementary Business Analytics course of 6 ECTS may be imposed as a co-requisite,https://www.unige.ch/gsem/en/programs/masters/business-analytics,6-month permit to seek employment after graduation (Switzerland),Lowest tuition of any Track A option in the territory at CHF 500 per semester with no non-EU surcharge. Deadline falls a full seven months before the intake.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
