track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url,entry_requirement_note,entry_requirement_source_url
A,Netherlands,Tilburg,Tilburg University,public,MSc Marketing Analytics,"Master of Science (MSc) - Dutch state-recognised master, RIO/CROHO code 60064",Tilburg School of Economics and Management (TiSEM),EN,12,60,"August,January",20500 (2027/28 non-EEA institutional fee),https://www.tilburguniversity.edu/sites/default/files/download/Instellingstarieven%20voor%20masteropleidingen%202026-2027.pdf,"12000-14400 (university figure: EUR 1,000-1,200 per month)",2027-04-01,https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics/application,NOT_FOUND,conditional,IELTS Academic 6.5 overall with min 6.0 Writing and Speaking; TOEFL iBT 90 overall with 22 Writing / 21 Speaking (reports issued before 21 Jan 2026),NOT_FOUND,n/a,no,NOT_FOUND,https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Marketing-side analytics master with coding-heavy curriculum; matches applicant's Python/SQL/Power BI profile. Non-EEA deadline is 1 April for the end-of-August start.,2026-08-16,high,"No total credit floor published; requirement is expressed purely as subject credits. ""You must have a solid academic foundation in the following areas to qualify for the Master's in Marketing Analytics program: Mathematics, Statistics and Programming (18 ECTS); Economics (12 ECTS); Management (12 ECTS); Marketing and more specifically the courses Marketing, Marketing Research, and Consumer Behavior (12 ECTS); Academic training (24 ECTS)."" ""Note that these requirements are indicative, the final assessment lies with the Admissions Committee. The Admissions Committee will also automatically consider your application for a pre-Master's program to rectify deficiencies (of maximally 30 ECTS)."" GMAT Focus 525 or converted GRE is compulsory. The 12 ECTS of specifically Marketing / Marketing Research / Consumer Behavior is the likeliest gap for a Business Intelligence graduate and would trigger the pre-Master.",https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics/application,"No total credit floor published; requirement is expressed purely as subject credits. ""You must have a solid academic foundation in the following areas to qualify for the Master's in Marketing Analytics program: Mathematics, Statistics and Programming (18 ECTS); Economics (12 ECTS); Management (12 ECTS); Marketing and more specifically the courses Marketing, Marketing Research, and Consumer Behavior (12 ECTS); Academic training (24 ECTS)."" ""Note that these requirements are indicative, the final assessment lies with the Admissions Committee. The Admissions Committee will also automatically consider your application for a pre-Master's program to rectify deficiencies (of maximally 30 ECTS)."" GMAT Focus 525 or converted GRE is compulsory. The 12 ECTS of specifically Marketing / Marketing Research / Consumer Behavior is the likeliest gap for a Business Intelligence graduate and would trigger the pre-Master.",https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics/application
A,Netherlands,Tilburg,Tilburg University,public,MSc Business Analytics and Operations Research,"Master of Science (MSc) - Dutch state-recognised master, RIO/CROHO code 60057",Tilburg School of Economics and Management (TiSEM),EN,12,60,"August,January",20500 (2027/28 non-EEA institutional fee),https://www.tilburguniversity.edu/sites/default/files/download/Instellingstarieven%20voor%20masteropleidingen%202026-2027.pdf,"12000-14400 (university figure: EUR 1,000-1,200 per month)",2027-04-01,https://www.tilburguniversity.edu/education/masters-programs/business-analytics-and-operations-research/application,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.tilburguniversity.edu/education/masters-programs/business-analytics-and-operations-research,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Quantitative analytics/OR master inside the business school. Heavier mathematics load than the applicant's Business Intelligence licence may cover.,2026-08-16,high,"No credit floor published. ""A Bachelor's degree in Econometrics and Operations Research or similar discipline from a university recognized by the Admissions Committee."" ""We require you to have a solid academic background in mathematics and probability theory"" - benchmarked against Bain & Engelhardt (Introduction to Probability and Mathematical Statistics), Trench (Introduction to Real Analysis) and Lay (Linear Algebra and its Applications). ""Our Admissions Committee may give you the opportunity to rectify deficiencies (max. 36 ECTS) during a pre-Master's program."" GRE with minimum 160 on the quantitative part is compulsory. BRIDGING RISK: this is the most mathematically demanding programme on the list; a BI Licence is very unlikely to reach real-analysis/measure-level probability, so a pre-Master of up to 36 ECTS is the probable outcome.",https://www.tilburguniversity.edu/education/masters-programs/business-analytics-and-operations-research/application,"No credit floor published. ""A Bachelor's degree in Econometrics and Operations Research or similar discipline from a university recognized by the Admissions Committee."" ""We require you to have a solid academic background in mathematics and probability theory"" - benchmarked against Bain & Engelhardt (Introduction to Probability and Mathematical Statistics), Trench (Introduction to Real Analysis) and Lay (Linear Algebra and its Applications). ""Our Admissions Committee may give you the opportunity to rectify deficiencies (max. 36 ECTS) during a pre-Master's program."" GRE with minimum 160 on the quantitative part is compulsory. BRIDGING RISK: this is the most mathematically demanding programme on the list; a BI Licence is very unlikely to reach real-analysis/measure-level probability, so a pre-Master of up to 36 ECTS is the probable outcome.",https://www.tilburguniversity.edu/education/masters-programs/business-analytics-and-operations-research/application
A,Netherlands,Tilburg,Tilburg University,public,MSc Data Science and Society,"Master of Science (MSc) - Dutch state-recognised master, RIO/CROHO code 60964",Tilburg School of Humanities and Digital Sciences (TSHD),EN,12,60,"August,January",23900 (2026/27 non-EEA institutional fee) PRIOR_CYCLE,https://www.tilburguniversity.edu/sites/default/files/download/Instellingstarieven%20voor%20masteropleidingen%202026-2027.pdf,"12000-14400 (university figure: EUR 1,000-1,200 per month)",NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.tilburguniversity.edu/education/masters-programs/data-science-and-society,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Applied data science master hosted in the digital-sciences school rather than the business school. 2027/28 fee not yet published by the university.,2026-08-16,medium,"No credit floor of any kind published; eligibility is ""determined primarily by the field of study (major) of your previous program(s)"" and is track-specific (Health / Governance / Media / Business). Relevant fields for the Business track: ""Business Administration, Economics, Finance & Control, Human Resource Management, and Organization Studies"". ""One of the criteria the Admissions Committee assesses applications by, is sufficient prior knowledge in the field of methods and techniques of research (statistics, methodology). If prior knowledge in this field is considered insufficient, the Committee may either reject the application or propose a pre-Master's program."" COUNTER-INDICATION for this applicant: ""The program is designed for students who completed a non-technical program ... The program is not a good fit for students who have completed a program in which data science techniques have already been extensively covered. A mismatch in that regard may result in rejection of the application."" A Business Intelligence degree may be rejected for being too technical, which is the opposite of the usual failure mode.",https://www.tilburguniversity.edu/education/masters-programs/data-science-and-society/application,"No credit floor of any kind published; eligibility is ""determined primarily by the field of study (major) of your previous program(s)"" and is track-specific (Health / Governance / Media / Business). Relevant fields for the Business track: ""Business Administration, Economics, Finance & Control, Human Resource Management, and Organization Studies"". ""One of the criteria the Admissions Committee assesses applications by, is sufficient prior knowledge in the field of methods and techniques of research (statistics, methodology). If prior knowledge in this field is considered insufficient, the Committee may either reject the application or propose a pre-Master's program."" COUNTER-INDICATION for this applicant: ""The program is designed for students who completed a non-technical program ... The program is not a good fit for students who have completed a program in which data science techniques have already been extensively covered. A mismatch in that regard may result in rejection of the application."" A Business Intelligence degree may be rejected for being too technical, which is the opposite of the usual failure mode.",https://www.tilburguniversity.edu/education/masters-programs/data-science-and-society/application
A,Netherlands,Rotterdam,Erasmus University Rotterdam,public,MScBA Business Analytics & Management,Master of Science in Business Administration (MScBA),Rotterdam School of Management (RSM),EN,12,60,September,25800 (2026/27 RSM institutional fee) PRIOR_CYCLE,https://www.eur.nl/en/education/practical-matters/registration/tuition-fee/tuition-fee-2026-2027,NOT_FOUND,2027-05-15,https://www.rsm.nl/education/deadlines/,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.rsm.nl/education/master/msc-programmes/mscba-business-analytics-management/,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Capped intake of 270 applications with rolling admission; RSM advises non-EEA applicants to submit by 1 April for immigration processing. Admission requirements for September 2027 entry are being revised and will be finalised by 1 October 2026.,2026-08-16,medium,"No credit floor published; the requirement is comparability, assessed individually. ""In order to be eligible for this master programme, you need to hold (or be working towards) a bachelor degree or an undergraduate degree that is comparable in level with an academic bachelor degree obtained at a Dutch research university (WO)."" Plus: ""As most RSM MSc programmes do not contain introductory courses to the main subject of the master ... applicants are required to have taken a sufficient number of relevant courses during their previous studies. ... Work experience or professional certificates, such as the CFA, cannot be used to compensate for the lack of relevant courses."" Also a sufficient GMAT and/or GPA, and English at C1. AMBIGUITY FLAGGED: RSM publishes binding per-country degree requirements only through an interactive country/programme filter at https://www.rsm.nl/education/master/msc-programmes/admission-requirements/ which renders its results client-side; the Tunisia-specific entry could not be retrieved and remains UNVERIFIED. RSM also states that requirements for September 2027 entry ""are currently being updated and will be finalised by 1 October 2026."" A premaster route exists.",https://www.eur.nl/en/master/business-analytics-management/admission,"No credit floor published; the requirement is comparability, assessed individually. ""In order to be eligible for this master programme, you need to hold (or be working towards) a bachelor degree or an undergraduate degree that is comparable in level with an academic bachelor degree obtained at a Dutch research university (WO)."" Plus: ""As most RSM MSc programmes do not contain introductory courses to the main subject of the master ... applicants are required to have taken a sufficient number of relevant courses during their previous studies. ... Work experience or professional certificates, such as the CFA, cannot be used to compensate for the lack of relevant courses."" Also a sufficient GMAT and/or GPA, and English at C1. AMBIGUITY FLAGGED: RSM publishes binding per-country degree requirements only through an interactive country/programme filter at https://www.rsm.nl/education/master/msc-programmes/admission-requirements/ which renders its results client-side; the Tunisia-specific entry could not be retrieved and remains UNVERIFIED. RSM also states that requirements for September 2027 entry ""are currently being updated and will be finalised by 1 October 2026."" A premaster route exists.",https://www.eur.nl/en/master/business-analytics-management/admission
A,Netherlands,Amsterdam,University of Amsterdam,public,MSc Data Science and Business Analytics - Business Analytics track,Master of Science (MSc),Faculty of Economics and Business / Amsterdam School of Economics,EN,12,60,September,"21800 (2026/27 institutional fee, Amsterdam School of Economics) PRIOR_CYCLE",https://www.uva.nl/en/education/fees-and-funding/tuition-fees/tuition-fees.html,NOT_FOUND,2026-04-01 PRIOR_CYCLE,https://www.uva.nl/en/programmes/masters/data-science-and-business-analytics-business-analytics/application-and-admission/application-and-admission.html,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.uva.nl/en/programmes/masters/data-science-and-business-analytics-business-analytics/data-science-and-business-analytics-business-analytics.html,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Economics-faculty analytics master; entry expects a bachelor in business analytics, econometrics or a closely related discipline. A UvA pre-master exists for holders of an academic bachelor who miss the requirements.",2026-08-16,medium,"No credit floor published. ""You can apply if you have an academic Bachelor's or Master's degree in Business Analytics, Econometrics or a closely related discipline."" Proven advanced-level knowledge required in: probability and mathematical statistics, linear algebra, calculus/analysis, data science and programming skills, operations research and optimization, econometrics. Explicit exclusion: ""A Bachelor's degree from a University of Applied Sciences will not be taken into consideration"" - so the decisive question is whether a Tunisian Licence from a private business school is assessed as academic (WO) rather than applied. Selection on GPA plus GRE quantitative min. 155 (preferably 158) or GMAT Focus 585. A Pre-Master's exists but the page frames it for holders of an academic (WO) Bachelor's and mentions EU citizens with non-EU diplomas - eligibility for a Tunisian national is AMBIGUOUS and should be confirmed with the admissions office. The Business Analytics track uses this same shared entry-requirements page.",https://www.uva.nl/en/programmes/masters/data-science-and-business-analytics/application-and-admission/students-with-international-prior-education/international-applicants.html,"No credit floor published. ""You can apply if you have an academic Bachelor's or Master's degree in Business Analytics, Econometrics or a closely related discipline."" Proven advanced-level knowledge required in: probability and mathematical statistics, linear algebra, calculus/analysis, data science and programming skills, operations research and optimization, econometrics. Explicit exclusion: ""A Bachelor's degree from a University of Applied Sciences will not be taken into consideration"" - so the decisive question is whether a Tunisian Licence from a private business school is assessed as academic (WO) rather than applied. Selection on GPA plus GRE quantitative min. 155 (preferably 158) or GMAT Focus 585. A Pre-Master's exists but the page frames it for holders of an academic (WO) Bachelor's and mentions EU citizens with non-EU diplomas - eligibility for a Tunisian national is AMBIGUOUS and should be confirmed with the admissions office. The Business Analytics track uses this same shared entry-requirements page.",https://www.uva.nl/en/programmes/masters/data-science-and-business-analytics/application-and-admission/students-with-international-prior-education/international-applicants.html
A,Netherlands,Amsterdam,Vrije Universiteit Amsterdam,public,MSc Business Analytics,"Master of Science (MSc) - Dutch state-recognised master, ISAT/CROHO code 66856",Faculty of Science,EN,24,120,September,24150 (2026/27 non-EEA institutional fee) PRIOR_CYCLE,https://assets-eu-01.kc-usercontent.com/ff31ad68-341e-015e-fb52-24df7a00ecea/91cf92fc-fc42-45fe-b1d0-ca70de4db4c9/2026_Instellingscollegeld_Master_EN.pdf,NOT_FOUND,2026-04-01 PRIOR_CYCLE,https://vu.nl/en/education/master/business-analytics/admissions,180,yes,NOT_FOUND,NOT_FOUND,n/a,no,"90 ECTS of Mathematics/Econometrics/Computer Science at bachelor level, of which 45 ECTS mathematics incl. probability and statistics; programming in Java, Python or C++ (OOP)",https://vu.nl/en/education/master/business-analytics,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Explicitly accepts a 3-year 180-ECTS research-university bachelor, which fits the applicant's licence. The 90-ECTS quantitative prerequisite is the binding filter and includes a 6-month company internship in the programme.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Netherlands,Maastricht,Maastricht University,public,MSc Business Intelligence and Smart Services,Master of Science (MSc),School of Business and Economics (campus Venlo),EN,12,NOT_FOUND,September,21500 (2026/27 institutional fee) PRIOR_CYCLE,https://www.maastrichtuniversity.nl/file/overzicht-instellingstarieven-bachelors-en-masters-2026-270pdf,NOT_FOUND,2027-05-01,https://www.maastrichtuniversity.nl/education/master/programmes/business-intelligence-and-smart-services,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.maastrichtuniversity.nl/education/master/programmes/business-intelligence-and-smart-services,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","One-year problem-based MSc on data-driven services, the closest Dutch analogue to the applicant's Business Intelligence background. A pre-master route exists for applicants who do not meet the entry requirements directly.",2026-08-16,medium,"No credit floor or year requirement published. For the applicant's category: ""If you are an international student with a bachelor's diploma from an international university or university of applied sciences, you are eligible for admission."" Requirements are documentary and test-based rather than credit-based: ""Description of your statistics courses - Upload a separate document in which you list all relevant statistics courses you followed in your bachelor's programme. Indicate the name(s) of the course(s), the number of credits you received, and a short course description ... If you did not have any statistics in your bachelor's programme, please indicate this as well."" Plus ""Proof of academic capabilities"": GMAT 515+ (auto-admission at 595+), old GMAT 550+ with AWA 4.0 (auto-admission at 650+), or GRE per the SBE table. The portfolio alternative to GMAT/GRE is available ONLY to applicants from AACSB/EQUIS-accredited institutions - if Esprit is not accredited, the GMAT/GRE is unavoidable. A separate 30 ECTS pre-master's in BISS exists (February start).",https://www.maastrichtuniversity.nl/education/master/programmes/business-intelligence-and-smart-services/admission-requirements,"No credit floor or year requirement published. For the applicant's category: ""If you are an international student with a bachelor's diploma from an international university or university of applied sciences, you are eligible for admission."" Requirements are documentary and test-based rather than credit-based: ""Description of your statistics courses - Upload a separate document in which you list all relevant statistics courses you followed in your bachelor's programme. Indicate the name(s) of the course(s), the number of credits you received, and a short course description ... If you did not have any statistics in your bachelor's programme, please indicate this as well."" Plus ""Proof of academic capabilities"": GMAT 515+ (auto-admission at 595+), old GMAT 550+ with AWA 4.0 (auto-admission at 650+), or GRE per the SBE table. The portfolio alternative to GMAT/GRE is available ONLY to applicants from AACSB/EQUIS-accredited institutions - if Esprit is not accredited, the GMAT/GRE is unavoidable. A separate 30 ECTS pre-master's in BISS exists (February start).",https://www.maastrichtuniversity.nl/education/master/programmes/business-intelligence-and-smart-services/admission-requirements
A,Netherlands,Utrecht,Utrecht University,public,MSc Applied Data Science,Master of Science (MSc),Faculty of Science,EN,12,NOT_FOUND,September,25306 (2026/27 institutional fee) PRIOR_CYCLE,https://www.uu.nl/en/masters/applied-data-science/tuition-fees-and-financial-support,NOT_FOUND,2027-04-01,https://www.uu.nl/en/masters/applied-data-science/admission-and-application/degree-from-a-non-dutch-research-university,180,yes,EMI-experienced level required; accepted tests and scores listed on a separate university page,NOT_FOUND,n/a,no,at least 7.5 EC statistics and 7.5 EC programming covering both R and Python; non-credited online courses are not accepted,https://www.uu.nl/en/masters/applied-data-science,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Selective programme; a 3-year bachelor is accepted where NUFFIC judges it equivalent. Applicant's Python/SQL background must be evidenced as credited coursework, and R is explicitly required alongside Python.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Belgium,Ghent,Ghent University,public,Master of Science in Business Engineering - main subject Data Analytics,"Master of Science (MSc), 120 credits",Faculty of Economics and Business Administration,EN,24,120,September,"7079.40 (non-EEA, Tuition Fee B tier, academic year 2026-2027; EUR 305.40 fixed + 60 x (31 + 81.90))",https://www.ugent.be/student/en/administration/tuition/tuition-fee-master-programme-not-advanced-and-masters-programme-in-teaching.htm/tuitionmasterteacher20262027.htm,NOT_FOUND,2027-04-01,https://www.ugent.be/eb/en/study-programmes/master-in-business-engineering/programme-overview.htm,"180 (stated as ""bachelor of minimum 3 years"")",conditional,NOT_FOUND,NOT_FOUND,n/a,no,"Data Analytics main subject of 34 ECTS within a 120-ECTS programme (50 ECTS compulsory courses, 12 ECTS electives, 24 ECTS dissertation)",https://www.ugent.be/eb/en/study-programmes/master-in-business-engineering,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies",English-taught business-engineering master with a dedicated Data Analytics major at a fraction of Dutch non-EU tuition. Ghent states 1 April as the non-EEA application deadline.,2026-08-16,medium,"Programme eligibility page: applicants need a bachelor equivalent to UGent's BSc Business Engineering, which is defined as six mandatory learning paths totalling 157 ECTS / 4,710 study hours: business economics & economics 63 ECTS, quantitative 15 ECTS, methodological 22 ECTS, technical & technological 21 ECTS, operations & information management 18 ECTS, informatics 18 ECTS. ""In case these learning paths are not all present in the candidate's educational background, the committee will decide if admission to the preparatory programme for international students is possible."" BRIDGING RISK: a Tunisian BI Licence will almost certainly lack the technical & technological path, so the preparatory programme is the realistic route (UGent general rule: preparatory/linking course of 45-90 ECTS). GMAT or GRE is MANDATORY for non-EEA applicants (""Non-EEA applicants who fail to submit a GMAT or GRE test score, will not be considered for academic admission""): GMAT 600 total / 49 quant, GMAT Focus 565 / 81 quant, or GRE 162 quant + 152 verbal. The 3-year floor comes from the UGent general master admission page (""bachelor of minimum 3 years""), https://www.ugent.be/prospect/en/administration/application/requirement/master.htm - the programme page itself states no total credit figure.",https://www.ugent.be/eb/en/study-programmes/master-in-business-engineering/eligibility.htm,"Programme eligibility page: applicants need a bachelor equivalent to UGent's BSc Business Engineering, which is defined as six mandatory learning paths totalling 157 ECTS / 4,710 study hours: business economics & economics 63 ECTS, quantitative 15 ECTS, methodological 22 ECTS, technical & technological 21 ECTS, operations & information management 18 ECTS, informatics 18 ECTS. ""In case these learning paths are not all present in the candidate's educational background, the committee will decide if admission to the preparatory programme for international students is possible."" BRIDGING RISK: a Tunisian BI Licence will almost certainly lack the technical & technological path, so the preparatory programme is the realistic route (UGent general rule: preparatory/linking course of 45-90 ECTS). GMAT or GRE is MANDATORY for non-EEA applicants (""Non-EEA applicants who fail to submit a GMAT or GRE test score, will not be considered for academic admission""): GMAT 600 total / 49 quant, GMAT Focus 565 / 81 quant, or GRE 162 quant + 152 verbal. The 3-year floor comes from the UGent general master admission page (""bachelor of minimum 3 years""), https://www.ugent.be/prospect/en/administration/application/requirement/master.htm - the programme page itself states no total credit figure.",https://www.ugent.be/eb/en/study-programmes/master-in-business-engineering/eligibility.htm
A,Belgium,Leuven,KU Leuven,public,Master of Business Engineering (Leuven),"Master of Science, 120 credits",Faculty of Economics and Business (FEB),EN,24,120,NOT_FOUND,"9493.90 (2026-2027 non-EEA tuition fee, full-time 60 credits)",https://hiw.kuleuven.be/en/apply/tuitionfees,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,majors include Quantitative Methods for Decision Making and Quantitative Marketing; no major named Business Analytics,https://onderwijsaanbod.kuleuven.be/opleidingen/e/SC_53419709/diploma_omschrijving,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies",Closest KU Leuven match to Track A is the Quantitative Methods for Decision Making major (24 ECTS) inside this business-engineering master. There is no dedicated business-analytics major.,2026-08-16,medium,"No total credit floor is published on the admission-requirements page. Diploma requirement: ""The Master of Business Engineering programme is intended for holders of: - an academic Bachelor's degree with a strong quantitative (and technological) focus and with sufficient knowledge of economics and management science; or - an academic Bachelor's degree in (business) economics with a substantial quantitative (and technological) component."" Subject minima: ""economics and business (min. 36 ECTS); quantitative methods, technology and sciences (min. 45 ECTS credits) and ICT (including programming) (min. 6 ECTS credits)."" Applicants must submit a course description of all relevant courses. GMAT 620 (Focus 585) or GRE 165 quant / 154 verbal required unless the prior university is THE/QS top 200. IELTS 7.0 / TOEFL 94. BRIDGING RISK: the fallback preparatory programme (Voorbereidingsprogramma Master handelsingenieur) is a DUTCH-language programme, so it is not a usable route for a non-Dutch-speaking applicant. Note: other KU Leuven programmes publish a 180-credit / 3-year minimum, but this programme page does not, so no number is recorded here.",https://onderwijsaanbod.kuleuven.be/opleidingen/e/SC_53419709/toelatingsvoorwaarden,"No total credit floor is published on the admission-requirements page. Diploma requirement: ""The Master of Business Engineering programme is intended for holders of: - an academic Bachelor's degree with a strong quantitative (and technological) focus and with sufficient knowledge of economics and management science; or - an academic Bachelor's degree in (business) economics with a substantial quantitative (and technological) component."" Subject minima: ""economics and business (min. 36 ECTS); quantitative methods, technology and sciences (min. 45 ECTS credits) and ICT (including programming) (min. 6 ECTS credits)."" Applicants must submit a course description of all relevant courses. GMAT 620 (Focus 585) or GRE 165 quant / 154 verbal required unless the prior university is THE/QS top 200. IELTS 7.0 / TOEFL 94. BRIDGING RISK: the fallback preparatory programme (Voorbereidingsprogramma Master handelsingenieur) is a DUTCH-language programme, so it is not a usable route for a non-Dutch-speaking applicant. Note: other KU Leuven programmes publish a 180-credit / 3-year minimum, but this programme page does not, so no number is recorded here.",https://onderwijsaanbod.kuleuven.be/opleidingen/e/SC_53419709/toelatingsvoorwaarden
